id_venda;data_venda;data_envio;id_cliente;id_produto;id_vendedor;id_loja;quantidade;preco_unitario;desconto_pct;desconto_valor;valor_bruto;valor_liquido;custo_total;status_entrega;meio_pagamento
34606;2024-06-30;2024-07-02;1170;25;23;15;1;399.0;0.05;19.95;399.0;379.05;180.0;Em Trânsito;Boleto Bancário
34607;2024-06-30;2024-07-03;243;19;16;10;2;1199.0;0.0;0.0;2398.0;2398.0;1160.0;Entregue;Cartão de Débito
34608;2024-06-30;2024-07-06;1085;18;17;10;2;3699.0;0.05;369.9;7398.0;7028.1;4200.0;Entregue;Boleto Bancário
34609;2024-06-30;2024-07-02;364;18;17;10;1;3699.0;0.1;369.9;3699.0;3329.1;2100.0;Devolvido;Cartão de Débito
34610;2024-06-30;2024-07-02;731;9;14;8;1;3299.0;0.1;329.9;3299.0;2969.1;1900.0;Devolvido;PIX
34611;2024-06-30;2024-07-01;546;13;10;6;1;3199.0;0.0;0.0;3199.0;3199.0;1800.0;Entregue;Cartão de Débito
34612;2024-06-30;2024-07-05;1003;24;16;10;1;899.0;0.05;44.95;899.0;854.05;420.0;Cancelado;Boleto Bancário
34613;2024-06-30;2024-07-03;717;23;20;13;1;1899.0;0.0;0.0;1899.0;1899.0;950.0;Em Trânsito;Cartão de Crédito
34614;2024-06-30;2024-07-05;1124;26;18;11;10;1499.0;0.1;1499.0;14990.0;13491.0;7000.0;Cancelado;PIX
34615;2024-06-30;2024-07-06;177;34;1;1;1;99.0;0.2;19.8;99.0;79.2;40.0;Entregue;PIX
34616;2024-06-30;2024-07-05;741;20;9;6;3;2199.0;0.15;989.55;6597.0;5607.45;3300.0;Cancelado;Boleto Bancário
34617;2024-06-30;2024-07-05;750;30;9;6;1;189.0;0.0;0.0;189.0;189.0;85.0;Entregue;Boleto Bancário
34618;2024-06-30;2024-07-01;491;2;10;6;1;3599.0;0.1;359.9;3599.0;3239.1;2200.0;Entregue;PIX
34619;2024-06-30;2024-07-03;411;15;11;7;2;599.0;0.0;0.0;1198.0;1198.0;620.0;Entregue;Cartão de Crédito
34620;2024-06-30;2024-07-04;844;1;2;1;1;4499.0;0.1;449.9;4499.0;4049.1;2800.0;Entregue;Cartão de Débito
34621;2024-06-30;2024-07-02;668;14;24;15;1;5499.0;0.0;0.0;5499.0;5499.0;3200.0;Entregue;PIX
34622;2024-06-30;2024-07-04;153;7;22;15;1;139.9;0.05;7.0;139.9;132.9;55.0;Devolvido;PIX
34623;2024-06-30;2024-07-02;872;28;11;7;1;2299.0;0.0;0.0;2299.0;2299.0;1100.0;Cancelado;PIX
34624;2024-06-30;2024-07-04;763;23;8;5;1;1899.0;0.0;0.0;1899.0;1899.0;950.0;Em Trânsito;Cartão de Crédito
34625;2024-06-30;2024-07-01;611;2;3;2;1;3599.0;0.0;0.0;3599.0;3599.0;2200.0;Entregue;PIX
34626;2024-06-30;2024-07-04;409;15;11;7;1;599.0;0.05;29.95;599.0;569.05;310.0;Entregue;Cartão de Crédito
34627;2024-06-30;2024-07-01;159;30;17;10;2;189.0;0.15;56.7;378.0;321.3;170.0;Cancelado;Cartão de Débito
34628;2024-06-30;2024-07-02;522;34;8;5;4;99.0;0.0;0.0;396.0;396.0;160.0;Entregue;Boleto Bancário
34629;2024-06-30;2024-07-01;847;22;20;13;1;649.0;0.15;97.35;649.0;551.65;290.0;Devolvido;Cartão de Crédito
34630;2024-06-30;2024-07-01;1103;6;5;3;1;249.9;0.0;0.0;249.9;249.9;110.0;Devolvido;Cartão de Crédito
34631;2024-06-30;2024-07-04;282;33;11;7;10;239.0;0.0;0.0;2390.0;2390.0;1100.0;Devolvido;Cartão de Débito
34632;2024-06-30;2024-07-06;638;30;3;2;1;189.0;0.05;9.45;189.0;179.55;85.0;Em Trânsito;Boleto Bancário
34633;2024-06-30;2024-07-04;163;16;14;8;1;349.9;0.0;0.0;349.9;349.9;160.0;Entregue;Cartão de Crédito
34634;2024-06-30;2024-07-06;244;14;17;10;1;5499.0;0.0;0.0;5499.0;5499.0;3200.0;Entregue;PIX
34635;2024-06-30;2024-07-05;605;27;8;5;1;1799.0;0.0;0.0;1799.0;1799.0;890.0;Em Trânsito;PIX
34636;2024-06-30;2024-07-04;947;26;12;7;2;1499.0;0.1;299.8;2998.0;2698.2;1400.0;Entregue;Cartão de Crédito
34637;2024-06-30;2024-07-02;1063;26;10;6;1;1499.0;0.0;0.0;1499.0;1499.0;700.0;Em Trânsito;Cartão de Crédito
34638;2024-06-30;2024-07-04;1153;31;21;14;1;369.0;0.0;0.0;369.0;369.0;160.0;Em Trânsito;Boleto Bancário
34639;2024-06-30;2024-07-02;136;29;13;8;1;299.0;0.1;29.9;299.0;269.1;140.0;Entregue;Boleto Bancário
34640;2024-06-30;2024-07-06;3;6;11;7;1;249.9;0.05;12.5;249.9;237.4;110.0;Entregue;Boleto Bancário
34641;2024-06-30;2024-07-03;914;15;13;8;5;599.0;0.0;0.0;2995.0;2995.0;1550.0;Devolvido;Cartão de Débito
34642;2024-06-30;2024-07-06;1194;26;21;14;2;1499.0;0.1;299.8;2998.0;2698.2;1400.0;Devolvido;PIX
34643;2024-06-30;2024-07-02;314;31;8;5;2;369.0;0.0;0.0;738.0;738.0;320.0;Cancelado;PIX
34644;2024-06-30;2024-07-03;1131;34;22;15;1;99.0;0.0;0.0;99.0;99.0;40.0;Em Trânsito;PIX
34645;2024-06-30;2024-07-01;396;25;11;7;1;399.0;0.1;39.9;399.0;359.1;180.0;Cancelado;Cartão de Crédito
34646;2024-06-30;2024-07-06;1069;24;6;4;1;899.0;0.0;0.0;899.0;899.0;420.0;Entregue;Cartão de Débito
34647;2024-06-30;2024-07-04;161;13;10;6;1;3199.0;0.1;319.9;3199.0;2879.1;1800.0;Entregue;Boleto Bancário
34648;2024-07-01;2024-07-07;857;3;23;15;1;5799.0;0.05;289.95;5799.0;5509.05;3500.0;Entregue;PIX
34649;2024-07-01;2024-07-07;92;11;5;3;1;1599.0;0.0;0.0;1599.0;1599.0;850.0;Entregue;Cartão de Débito
34650;2024-07-01;2024-07-02;751;18;20;13;1;3699.0;0.1;369.9;3699.0;3329.1;2100.0;;PIX
34651;2024-07-01;2024-07-07;251;25;21;14;3;399.0;0.05;59.85;1197.0;1137.15;540.0;Entregue;Cartão de Crédito
34652;2024-07-01;2024-07-06;206;34;19;12;3;99.0;0.0;0.0;297.0;297.0;120.0;Entregue;Boleto Bancário
34653;2024-07-01;2024-07-06;786;17;6;4;1;589.0;0.0;0.0;589.0;589.0;290.0;Entregue;Cartão de Débito
34654;2024-07-01;2024-07-07;375;11;22;15;1;1599.0;0.0;0.0;1599.0;1599.0;850.0;Devolvido;PIX
34655;2024-07-01;2024-07-03;547;18;5;3;1;3699.0;0.0;0.0;3699.0;3699.0;2100.0;Entregue;Boleto Bancário
34656;2024-07-01;2024-07-05;640;29;11;7;1;299.0;0.0;0.0;299.0;299.0;140.0;Entregue;Cartão de Débito
34657;2024-07-01;2024-07-06;881;11;1;1;1;1599.0;0.05;79.95;1599.0;1519.05;850.0;Entregue;PIX
34658;2024-07-01;2024-07-05;133;15;18;11;1;599.0;0.1;59.9;599.0;539.1;310.0;Entregue;Boleto Bancário
34659;2024-07-01;2024-07-06;953;3;23;15;1;5799.0;0.1;579.9;5799.0;5219.1;3500.0;Devolvido;PIX
34660;2024-07-01;2024-07-05;406;19;14;8;5;1199.0;0.05;299.75;5995.0;5695.25;2900.0;Devolvido;Cartão de Débito
34661;2024-07-01;2024-07-02;398;27;12;7;1;1799.0;0.0;0.0;1799.0;1799.0;890.0;Entregue;Cartão de Débito
34662;2024-07-01;2024-07-06;677;8;6;4;10;319.9;0.1;319.9;3199.0;2879.1;1400.0;Devolvido;Cartão de Crédito
34663;2024-07-01;2024-07-05;201;34;22;15;1;99.0;0.2;19.8;99.0;79.2;40.0;Devolvido;PIX
34664;2024-07-01;2024-07-05;1146;34;14;8;1;99.0;0.0;0.0;99.0;99.0;40.0;Entregue;Cartão de Crédito
34665;2024-07-01;2024-07-05;1031;4;14;8;1;1299.0;0.1;129.9;1299.0;1169.1;750.0;Entregue;Cartão de Débito
34666;2024-07-01;2024-07-05;871;18;8;5;2;3699.0;0.0;0.0;7398.0;7398.0;4200.0;Devolvido;Boleto Bancário
34667;2024-07-01;2024-07-04;820;15;4;2;1;599.0;0.1;59.9;599.0;539.1;310.0;Entregue;Cartão de Crédito
34668;2024-07-01;2024-07-05;918;29;3;2;1;299.0;0.0;0.0;299.0;299.0;140.0;Cancelado;Cartão de Débito
34669;2024-07-01;2024-07-05;296;8;14;8;2;319.9;0.0;0.0;639.8;639.8;280.0;Em Trânsito;PIX
34670;2024-07-01;2024-07-02;508;8;1;1;1;319.9;0.15;47.98;319.9;271.92;140.0;Entregue;Boleto Bancário
34671;2024-07-01;2024-07-06;785;15;2;1;3;599.0;0.0;0.0;1797.0;1797.0;930.0;Cancelado;Cartão de Débito
34672;2024-07-01;2024-07-06;564;1;22;15;1;4499.0;0.15;674.85;4499.0;3824.15;2800.0;Entregue;Cartão de Débito
34673;2024-07-01;2024-07-05;116;1;15;9;1;4499.0;0.05;224.95;4499.0;4274.05;2800.0;Em Trânsito;Cartão de Débito
34674;2024-07-01;2024-07-04;1141;32;11;7;2;149.0;0.0;0.0;298.0;298.0;130.0;Entregue;Cartão de Crédito
34675;2024-07-01;2024-07-05;707;29;7;4;2;299.0;0.1;59.8;598.0;538.2;280.0;Entregue;PIX
34676;2024-07-01;2024-07-05;131;33;11;7;2;239.0;0.0;0.0;478.0;478.0;220.0;Em Trânsito;Boleto Bancário
34677;2024-07-01;2024-07-07;243;20;6;4;1;2199.0;0.1;219.9;2199.0;1979.1;1100.0;Entregue;Cartão de Crédito
34678;2024-07-01;2024-07-02;75;6;22;15;1;249.9;0.1;24.99;249.9;224.91;110.0;Entregue;Boleto Bancário
34679;2024-07-01;2024-07-02;1179;29;11;7;1;299.0;0.0;0.0;299.0;299.0;140.0;Entregue;Cartão de Crédito
34680;2024-07-01;2024-07-05;887;15;13;8;1;599.0;0.0;0.0;599.0;599.0;310.0;Entregue;Cartão de Crédito
34681;2024-07-01;2024-07-05;605;22;24;15;1;649.0;0.2;129.8;649.0;519.2;290.0;Entregue;Cartão de Débito
34682;2024-07-01;2024-07-02;726;19;20;13;1;1199.0;0.15;179.85;1199.0;1019.15;580.0;Entregue;PIX
34683;2024-07-01;2024-07-07;948;5;9;6;1;1099.0;0.15;164.85;1099.0;934.15;620.0;Entregue;Cartão de Crédito
34684;2024-07-01;2024-07-03;927;6;3;2;2;249.9;0.1;49.98;499.8;449.82;220.0;Entregue;PIX
34685;2024-07-01;2024-07-06;1010;1;25;15;1;4499.0;0.05;224.95;4499.0;4274.05;2800.0;Cancelado;Boleto Bancário
34686;2024-07-01;2024-07-05;1016;6;5;3;1;249.9;0.0;0.0;249.9;249.9;110.0;Cancelado;Boleto Bancário
34687;2024-07-01;2024-07-06;737;1;14;8;1;4499.0;0.0;0.0;4499.0;4499.0;2800.0;Devolvido;Boleto Bancário
34688;2024-07-01;2024-07-06;911;17;9;6;1;589.0;0.05;29.45;589.0;559.55;290.0;Entregue;Boleto Bancário
34689;2024-07-01;2024-07-07;499;24;11;7;1;899.0;0.0;0.0;899.0;899.0;420.0;Em Trânsito;Cartão de Débito
34690;2024-07-01;2024-07-07;1164;24;2;1;1;899.0;0.0;0.0;899.0;899.0;420.0;Em Trânsito;Boleto Bancário
34691;2024-07-01;2024-07-06;594;19;22;15;2;1199.0;0.15;359.7;2398.0;2038.3;1160.0;Devolvido;Cartão de Débito
34692;2024-07-01;2024-07-07;645;21;25;15;3;799.0;0.05;119.85;2397.0;2277.15;1140.0;Cancelado;Boleto Bancário
34693;2024-07-01;2024-07-05;623;19;12;7;1;1199.0;0.0;0.0;1199.0;1199.0;580.0;Devolvido;Cartão de Débito
34694;2024-07-01;2024-07-05;49;13;20;13;4;3199.0;0.05;639.8;12796.0;12156.2;7200.0;Entregue;Boleto Bancário
34695;2024-07-01;2024-07-05;723;28;21;14;1;2299.0;0.15;344.85;2299.0;1954.15;1100.0;Cancelado;PIX
34696;2024-07-01;2024-07-07;736;15;11;7;1;599.0;0.0;0.0;599.0;599.0;310.0;Entregue;Boleto Bancário
34697;2024-07-01;2024-07-06;922;15;12;7;1;599.0;0.15;89.85;599.0;509.15;310.0;Entregue;Boleto Bancário
34698;2024-07-01;2024-07-07;532;18;10;6;1;3699.0;0.05;184.95;3699.0;3514.05;2100.0;Entregue;Cartão de Débito
34699;2024-07-01;2024-07-06;747;20;12;7;1;2199.0;;439.8;2199.0;1759.2;1100.0;entregue;Cartão de Débito
34700;2024-07-01;2024-07-03;311;33;11;7;1;239.0;0.0;0.0;239.0;239.0;110.0;Entregue;Cartão de Débito
34701;2024-07-01;2024-07-06;1031;23;10;6;2;1899.0;0.0;0.0;3798.0;3798.0;1900.0;Entregue;Cartão de Débito
34702;2024-07-01;2024-07-04;357;23;4;2;1;1899.0;0.0;0.0;1899.0;1899.0;950.0;Entregue;PIX
34703;2024-07-01;2024-07-05;63;7;12;7;1;139.9;0.05;7.0;139.9;132.9;55.0;Em Trânsito;PIX
34704;2024-07-01;2024-07-07;594;3;9;6;2;5799.0;0.05;579.9;11598.0;11018.1;7000.0;Cancelado;Cartão de Crédito
34705;2024-07-01;2024-07-07;462;24;14;8;2;899.0;0.1;179.8;1798.0;1618.2;840.0;Devolvido;Cartão de Débito
34706;2024-07-01;2024-07-03;101;33;21;14;1;239.0;0.05;11.95;239.0;227.05;110.0;Entregue;PIX
34707;2024-07-01;2024-07-03;521;8;11;7;1;319.9;0.2;63.98;319.9;255.92;140.0;Entregue;PIX
34708;2024-07-01;2024-07-05;538;9;9;6;1;3299.0;0.1;329.9;3299.0;2969.1;1900.0;Em Trânsito;Cartão de Crédito
34709;2024-07-01;2024-07-06;700;9;3;2;1;3299.0;0.05;164.95;3299.0;3134.05;1900.0;Cancelado;PIX
34710;2024-07-01;2024-07-05;393;4;21;14;1;1299.0;0.05;64.95;1299.0;1234.05;750.0;Entregue;Cartão de Crédito
34711;2024-07-01;2024-07-07;497;14;17;10;1;5499.0;0.0;0.0;5499.0;5499.0;3200.0;Cancelado;Cartão de Crédito
34712;2024-07-01;2024-07-06;618;14;4;2;1;5499.0;0.0;0.0;5499.0;5499.0;3200.0;Entregue;Boleto Bancário
34713;2024-07-01;2024-07-02;325;20;10;6;8;2199.0;0.0;0.0;17592.0;17592.0;8800.0;Devolvido;PIX
34714;2024-07-01;2024-07-07;916;14;8;5;1;5499.0;0.2;1099.8;5499.0;4399.2;3200.0;Entregue;Boleto Bancário
34715;2024-07-01;2024-07-04;9;10;3;2;2;6199.0;0.15;1859.7;12398.0;10538.3;7600.0;Em Trânsito;Cartão de Débito
34716;2024-07-02;2024-07-06;663;7;16;10;4;139.9;0.0;0.0;559.6;559.6;220.0;Em Trânsito;PIX
34717;2024-07-02;2024-07-04;318;27;7;4;1;1799.0;0.0;0.0;1799.0;1799.0;890.0;Em Trânsito;Boleto Bancário
34718;2024-07-02;2024-07-08;551;4;5;3;1;1299.0;0.15;194.85;1299.0;1104.15;750.0;Entregue;PIX
34719;2024-07-02;2024-07-05;136;4;3;2;1;1299.0;0.0;0.0;1299.0;1299.0;750.0;Cancelado;Boleto Bancário
34720;2024-07-02;2024-07-04;398;3;5;3;1;5799.0;0.15;869.85;5799.0;4929.15;3500.0;Entregue;Boleto Bancário
34721;2024-07-02;2024-07-03;981;15;6;4;1;599.0;0.0;0.0;599.0;599.0;310.0;Cancelado;PIX
34722;2024-07-02;2024-07-08;156;23;19;12;3;1899.0;0.05;284.85;5697.0;5412.15;2850.0;Em Trânsito;PIX
34723;2024-07-02;2024-07-05;257;1;1;1;1;4499.0;0.05;224.95;4499.0;4274.05;2800.0;Entregue;PIX
34724;2024-07-02;2024-07-04;774;28;2;1;2;2299.0;0.0;0.0;4598.0;4598.0;2200.0;Entregue;PIX
34725;2024-07-02;2024-07-08;1164;24;13;8;1;899.0;0.2;179.8;899.0;719.2;420.0;Devolvido;Cartão de Crédito
34726;2024-07-02;2024-07-07;217;20;9;6;1;2199.0;0.05;109.95;2199.0;2089.05;1100.0;Entregue;Cartão de Crédito
34727;2024-07-02;2024-07-03;967;15;22;15;2;599.0;0.2;239.6;1198.0;958.4;620.0;Cancelado;PIX
34728;2024-07-02;2024-07-07;765;2;20;13;3;3599.0;0.2;2159.4;10797.0;8637.6;6600.0;Entregue;Cartão de Crédito
34729;2024-07-02;2024-07-05;140;4;24;15;1;1299.0;0.2;259.8;1299.0;1039.2;750.0;Entregue;PIX
34730;2024-07-02;2024-07-07;437;3;22;15;1;5799.0;0.15;869.85;5799.0;4929.15;3500.0;Entregue;Boleto Bancário
34731;2024-07-02;2024-07-08;327;9;3;2;2;3299.0;0.0;0.0;6598.0;6598.0;3800.0;Cancelado;Cartão de Crédito
34732;2024-07-02;2024-07-06;13;7;18;11;1;139.9;0.0;0.0;139.9;139.9;55.0;Entregue;PIX
34733;2024-07-02;2024-07-03;1155;15;21;14;1;599.0;0.0;0.0;599.0;599.0;310.0;Devolvido;Boleto Bancário
34734;2024-07-02;2024-07-03;731;6;3;2;2;249.9;0.0;0.0;499.8;499.8;220.0;Em Trânsito;PIX
34735;2024-07-02;2024-07-03;592;33;6;4;1;239.0;0.1;23.9;239.0;215.1;110.0;Entregue;Cartão de Débito
34736;2024-07-02;2024-07-08;114;18;20;13;3;3699.0;0.0;0.0;11097.0;11097.0;6300.0;Entregue;Cartão de Crédito
34737;2024-07-02;2024-07-05;967;6;11;7;1;249.9;0.15;37.48;249.9;212.42;110.0;Entregue;Cartão de Crédito
34738;2024-07-02;2024-07-04;680;13;25;15;1;3199.0;0.0;0.0;3199.0;3199.0;1800.0;Devolvido;Boleto Bancário
34739;2024-07-02;2024-07-08;800;27;14;8;1;1799.0;0.1;179.9;1799.0;1619.1;890.0;Devolvido;PIX
34740;2024-07-02;2024-07-08;1077;8;9;6;5;319.9;0.0;0.0;1599.5;1599.5;700.0;Devolvido;Cartão de Crédito
34741;2024-07-02;2024-07-08;134;12;1;1;1;499.0;0.15;74.85;499.0;424.15;220.0;Entregue;Cartão de Crédito
34742;2024-07-02;2024-07-07;983;34;4;2;2;99.0;0.05;9.9;198.0;188.1;80.0;Cancelado;Cartão de Débito
34743;2024-07-02;2024-07-03;460;19;9;6;1;1199.0;0.0;0.0;1199.0;1199.0;580.0;Em Trânsito;Cartão de Crédito
34744;2024-07-02;2024-07-05;41;4;25;15;1;1299.0;0.0;0.0;1299.0;1299.0;750.0;Entregue;Cartão de Débito
34745;2024-07-02;2024-07-06;98;7;16;10;1;139.9;0.0;0.0;139.9;139.9;55.0;Entregue;Cartão de Débito
34746;2024-07-02;2024-07-03;1060;33;20;13;4;239.0;0.05;47.8;956.0;908.2;440.0;Cancelado;Boleto Bancário
34747;2024-07-02;2024-07-04;264;6;3;2;1;249.9;0.15;37.48;249.9;212.42;110.0;Em Trânsito;PIX
34748;2024-07-02;2024-07-04;23;19;11;7;2;1199.0;0.1;239.8;2398.0;2158.2;1160.0;Entregue;Cartão de Crédito
34749;2024-07-02;2024-07-07;59;29;19;12;3;299.0;0.1;89.7;897.0;807.3;420.0;Devolvido;Boleto Bancário
34750;2024-07-02;2024-07-04;431;29;25;15;1;299.0;0.15;44.85;299.0;254.15;140.0;Devolvido;Boleto Bancário
34751;2024-07-02;2024-07-05;867;27;9;6;2;1799.0;0.05;179.9;3598.0;3418.1;1780.0;Entregue;Boleto Bancário
34752;2024-07-02;2024-07-06;866;33;16;10;4;239.0;0.05;47.8;956.0;908.2;440.0;Entregue;Boleto Bancário
34753;2024-07-02;2024-07-05;604;30;8;5;1;189.0;0.0;0.0;189.0;189.0;85.0;Em Trânsito;Boleto Bancário
34754;2024-07-02;2024-07-05;754;23;6;4;4;1899.0;0.15;1139.4;7596.0;6456.6;3800.0;Devolvido;Boleto Bancário
34755;2024-07-02;2024-07-03;22;16;10;6;1;349.9;0.05;17.5;349.9;332.4;160.0;Entregue;Cartão de Débito
34756;2024-07-02;2024-07-07;363;4;10;6;1;1299.0;0.0;0.0;1299.0;1299.0;750.0;Entregue;Cartão de Débito
34757;2024-07-02;2024-07-06;784;31;1;1;1;369.0;0.05;18.45;369.0;350.55;160.0;Entregue;Boleto Bancário
34758;2024-07-02;2024-07-08;358;19;12;7;1;1199.0;0.0;0.0;1199.0;1199.0;580.0;Cancelado;Cartão de Débito
34759;2024-07-02;2024-07-07;634;15;3;2;1;599.0;0.0;0.0;599.0;599.0;310.0;Devolvido;PIX
34760;2024-07-02;2024-07-04;574;29;7;4;1;299.0;0.0;0.0;299.0;299.0;140.0;Em Trânsito;PIX
34761;2024-07-02;2024-07-07;509;27;15;9;1;1799.0;0.2;359.8;1799.0;1439.2;890.0;Em Trânsito;Boleto Bancário
34762;2024-07-02;2024-07-05;789;32;23;15;1;149.0;0.0;0.0;149.0;149.0;65.0;Entregue;Cartão de Crédito
34763;2024-07-02;2024-07-07;1096;27;16;10;1;1799.0;0.0;0.0;1799.0;1799.0;890.0;Entregue;PIX
34764;2024-07-02;2024-07-05;794;27;5;3;1;1799.0;0.05;89.95;1799.0;1709.05;890.0;Entregue;Cartão de Crédito
34765;2024-07-02;2024-07-05;228;34;7;4;1;99.0;0.0;0.0;99.0;99.0;40.0;Devolvido;Boleto Bancário
34766;2024-07-02;2024-07-07;872;9;23;15;3;3299.0;0.05;494.85;9897.0;9402.15;5700.0;Devolvido;Cartão de Crédito
34767;2024-07-02;2024-07-06;336;9;11;7;3;3299.0;0.1;989.7;9897.0;8907.3;5700.0;Entregue;Boleto Bancário
34768;2024-07-02;2024-07-04;28;2;19;12;1;3599.0;0.15;539.85;3599.0;3059.15;2200.0;Entregue;Boleto Bancário
34769;2024-07-02;2024-07-03;94;12;12;7;1;499.0;0.0;0.0;499.0;499.0;220.0;Entregue;Cartão de Crédito
34770;2024-07-02;2024-07-06;105;15;23;15;1;599.0;0.05;29.95;599.0;569.05;310.0;Entregue;Cartão de Crédito
34771;2024-07-02;2024-07-08;615;27;19;12;2;1799.0;0.0;0.0;3598.0;3598.0;1780.0;Em Trânsito;PIX
34772;2024-07-02;2024-07-08;10;16;5;3;1;349.9;0.0;0.0;349.9;349.9;160.0;Entregue;PIX
34773;2024-07-02;2024-07-08;1097;20;15;9;1;2199.0;0.1;219.9;2199.0;1979.1;1100.0;Devolvido;Boleto Bancário
34774;2024-07-02;2024-07-07;327;11;4;2;1;1599.0;0.0;0.0;1599.0;1599.0;850.0;Cancelado;Cartão de Crédito
34775;2024-07-02;2024-07-07;425;1;20;13;4;4499.0;0.05;899.8;17996.0;17096.2;11200.0;Cancelado;Boleto Bancário
34776;2024-07-02;2024-07-03;259;4;9;6;1;1299.0;0.05;64.95;1299.0;1234.05;750.0;Em Trânsito;PIX
34777;2024-07-02;2024-07-06;203;23;25;15;2;1899.0;0.1;379.8;3798.0;3418.2;1900.0;Entregue;Cartão de Débito
34778;2024-07-02;2024-07-03;837;8;6;4;1;319.9;0.1;31.99;319.9;287.91;140.0;Entregue;PIX
34779;2024-07-02;2024-07-07;1131;30;14;8;1;189.0;0.0;0.0;189.0;189.0;85.0;Entregue;Boleto Bancário
34780;2024-07-02;2024-07-06;970;15;11;7;1;599.0;0.05;29.95;599.0;569.05;310.0;Em Trânsito;Cartão de Crédito
34781;2024-07-02;2024-07-05;559;19;2;1;1;1199.0;0.1;119.9;1199.0;1079.1;580.0;Cancelado;Cartão de Débito
34782;2024-07-02;2024-07-06;559;10;3;2;2;6199.0;0.0;0.0;12398.0;12398.0;7600.0;Cancelado;Boleto Bancário
34783;2024-07-02;2024-07-08;667;22;5;3;1;649.0;0.0;0.0;649.0;649.0;290.0;Entregue;Boleto Bancário
34784;2024-07-02;2024-07-03;987;23;19;12;2;1899.0;0.0;0.0;3798.0;3798.0;1900.0;Cancelado;Boleto Bancário
34785;2024-07-02;2024-07-03;316;24;8;5;1;899.0;0.05;44.95;899.0;854.05;420.0;Entregue;Cartão de Crédito
34786;2024-07-02;2024-07-04;350;15;17;10;4;599.0;0.0;0.0;2396.0;2396.0;1240.0;Devolvido;Boleto Bancário
34787;2024-07-02;2024-07-07;97;20;12;7;5;2199.0;0.05;549.75;10995.0;10445.25;5500.0;;PIX
34788;2024-07-02;2024-07-06;996;6;7;4;5;249.9;0.1;124.95;1249.5;1124.55;550.0;Entregue;Cartão de Débito
34789;2024-07-02;2024-07-06;135;20;6;4;4;2199.0;0.05;439.8;8796.0;8356.2;4400.0;Entregue;Cartão de Débito
34790;2024-07-02;2024-07-08;979;16;25;15;1;349.9;0.0;0.0;349.9;349.9;160.0;Entregue;Cartão de Débito
34791;2024-07-02;2024-07-07;343;2;24;15;2;3599.0;0.0;0.0;7198.0;7198.0;4400.0;Devolvido;Cartão de Débito
34792;2024-07-02;2024-07-06;1043;16;15;9;1;349.9;0.0;0.0;349.9;349.9;160.0;Entregue;Boleto Bancário
34793;2024-07-02;2024-07-04;6;13;15;9;2;3199.0;0.0;0.0;6398.0;6398.0;3600.0;Em Trânsito;Cartão de Crédito
34794;2024-07-02;2024-07-08;132;13;10;6;2;3199.0;0.15;959.7;6398.0;5438.3;3600.0;Entregue;Cartão de Crédito
34795;2024-07-02;2024-07-06;268;14;11;7;1;5499.0;0.05;274.95;5499.0;5224.05;3200.0;Entregue;Cartão de Débito
34796;2024-07-02;2024-07-07;628;13;1;1;2;3199.0;0.0;0.0;6398.0;6398.0;3600.0;Em Trânsito;Boleto Bancário
34797;2024-07-02;2024-07-03;1099;15;23;15;1;599.0;0.05;29.95;599.0;569.05;310.0;Cancelado;Boleto Bancário
34798;2024-07-02;2024-07-07;326;6;4;2;2;249.9;0.05;24.99;499.8;474.81;220.0;Devolvido;Boleto Bancário
34799;2024-07-02;2024-07-08;219;7;2;1;2;139.9;0.0;0.0;279.8;279.8;110.0;Entregue;Cartão de Débito
34800;2024-07-02;2024-07-03;95;15;2;1;1;599.0;0.2;119.8;599.0;479.2;310.0;Em Trânsito;Cartão de Débito
34801;2024-07-02;2024-07-04;953;24;21;14;1;899.0;0.1;89.9;899.0;809.1;420.0;Em Trânsito;Cartão de Débito
34802;2024-07-02;2024-07-08;184;26;1;1;1;1499.0;0.15;224.85;1499.0;1274.15;700.0;Entregue;PIX
34803;2024-07-02;2024-07-06;237;23;2;1;1;1899.0;0.0;0.0;1899.0;1899.0;950.0;Devolvido;Cartão de Débito
34804;2024-07-02;2024-07-03;374;25;9;6;2;399.0;0.15;119.7;798.0;678.3;360.0;Entregue;Boleto Bancário
34805;2024-07-02;2024-07-03;560;13;10;6;1;3199.0;0.0;0.0;3199.0;3199.0;1800.0;Devolvido;Cartão de Crédito
34806;2024-07-02;2024-07-05;1141;17;3;2;2;589.0;0.0;0.0;1178.0;1178.0;580.0;Entregue;PIX
34807;2024-07-02;2024-07-06;573;33;14;8;2;239.0;0.0;0.0;478.0;478.0;220.0;Entregue;Cartão de Débito
34808;2024-07-02;2024-07-04;748;10;25;15;1;6199.0;0.0;0.0;6199.0;6199.0;3800.0;Entregue;Cartão de Débito
34809;2024-07-02;2024-07-07;1191;8;11;7;1;319.9;0.0;0.0;319.9;319.9;140.0;Entregue;Cartão de Crédito
34810;2024-07-02;2024-07-06;749;2;1;1;1;3599.0;0.05;179.95;3599.0;3419.05;2200.0;Entregue;Cartão de Crédito
34811;2024-07-03;2024-07-09;1155;32;18;11;1;149.0;0.0;0.0;149.0;149.0;65.0;Entregue;PIX
34812;2024-07-03;2024-07-04;979;32;25;15;1;149.0;0.1;14.9;149.0;134.1;65.0;Cancelado;Cartão de Crédito
34813;2024-07-03;2024-07-09;460;16;14;8;1;349.9;0.0;0.0;349.9;349.9;160.0;Entregue;Cartão de Débito
